Name,Collection,Top 1 Organism,Top 2 Organism,Top 3 Organism,Top 4 Organism,Top 5 Organism,Top 6 Organism,Top 7 Organism,Top 8 Organism,Top 9 Organism,Top 10 Organism,Top 11 Organism,Top 12 Organism,Top 13 Organism,Top 14 Organism,Top 15 Organism,Top 16 Organism,Top 17 Organism,Top 18 Organism,Top 19 Organism,Top 20 Organism,Top 21 Organism,Top 22 Organism,Top 23 Organism,Top 24 Organism,Top 25 Organism,Top 26 Organism,Top 27 Organism,Top 28 Organism,Top 29 Organism,Top 30 Organism,Top 31 Organism,Top 32 Organism,Top 33 Organism,Top 34 Organism,Top 35 Organism,Top 36 Organism,Top 37 Organism,Top 38 Organism,Top 39 Organism,Top 40 Organism,Top 41 Organism,Top 42 Organism,Top 43 Organism,Top 44 Organism,Top 45 Organism,Top 46 Organism,Top 47 Organism,Top 48 Organism,Top 49 Organism,Top 50 Organism,Top 51 Organism,Top 52 Organism,Top 53 Organism,Top 54 Organism,Top 55 Organism,Top 56 Organism,Top 57 Organism,Top 58 Organism,Top 59 Organism,Top 60 Organism,Top 61 Organism,Top 62 Organism,Top 63 Organism,Top 64 Organism,Top 65 Organism,Top 66 Organism,Top 67 Organism,Top 68 Organism,Top 69 Organism,Top 70 Organism,Top 71 Organism,Top 72 Organism,Top 73 Organism,Top 74 Organism,Top 75 Organism,Top 76 Organism,Top 77 Organism,Top 78 Organism,Top 79 Organism,Top 80 Organism,Top 81 Organism,Top 82 Organism,Top 83 Organism,Top 84 Organism,Top 85 Organism,Top 86 Organism,Top 87 Organism,Top 88 Organism,Top 89 Organism,Top 90 Organism,Top 91 Organism,Top 92 Organism,Top 93 Organism,Top 94 Organism,Top 95 Organism,Top 96 Organism,Top 97 Organism,Top 98 Organism,Top 99 Organism,Top 100 Organism
Schizophrenia,health_concerns,[216851] Faecalibacterium (-14.376467847502061) (abundance=0) (cdf=0),[186803] Lachnospiraceae (-11.72704899874173) (abundance=0) (cdf=0),[841] Roseburia (-11.690051426463091) (abundance=0) (cdf=0),[216572] Oscillospiraceae (-10.067432888016896) (abundance=0) (cdf=0),[33042] Coprococcus (-10.028258609695406) (abundance=0) (cdf=0),[1407607] Fusicatenibacter (-9.759531753070856) (abundance=0) (cdf=0),[526525] Erysipelotrichales (9.70979804765496) (abundance=0) (cdf=0),[1283313] Alloprevotella (9.217093704531672) (abundance=0) (cdf=0),[28050] Lachnospira (-8.402508980692678) (abundance=0) (cdf=0),[201174] Actinomycetota (8.402508980692678) (abundance=0) (cdf=0),[207244] Anaerostipes (-8.087555725113637) (abundance=0) (cdf=0),[544] Citrobacter (-8.087555725113637) (abundance=0) (cdf=0),[186802] Eubacteriales (-8.087555725113637) (abundance=0) (cdf=0),[186804] Peptostreptococcaceae (7.545117676574451) (abundance=0) (cdf=0),[1573535] Holdemanella (7.334754013213688) (abundance=0) (cdf=0),[83770] Succinivibrio (7.27834440306966) (abundance=0) (cdf=0),[171551] Porphyromonadaceae (7.233897740227356) (abundance=0) (cdf=0),[838] Prevotella (7.13857165611777) (abundance=0) (cdf=0),[1239] Bacillota (-6.995898775198977) (abundance=0) (cdf=0),[91347] Enterobacterales (6.479716114736851) (abundance=0) (cdf=0),[724] Haemophilus (-6.363017492471555) (abundance=0) (cdf=0),[572511] Blautia (-6.107998971777505) (abundance=0) (cdf=0),[1300] Streptococcaceae (5.662777985256468) (abundance=0) (cdf=0),[186801] Clostridia (-5.662777985256468) (abundance=0) (cdf=0),[83763] Succinivibrionaceae (5.662777985256468) (abundance=0) (cdf=0),[28221] Deltaproteobacteria (5.662777985256468) (abundance=0) (cdf=0),[158846] Megamonas (5.662777985256468) (abundance=0) (cdf=0),[135624] Aeromonadales (5.662777985256468) (abundance=0) (cdf=0),[526524] Erysipelotrichia (5.662777985256468) (abundance=0) (cdf=0),[1473205] Senegalimassilia (5.662777985256468) (abundance=0) (cdf=0),[1263] Ruminococcus (-5.662777985256468) (abundance=0) (cdf=0),[580596] Butyricicoccus (-5.662777985256468) (abundance=0) (cdf=0),[1654] Actinomyces (5.662777985256468) (abundance=0) (cdf=0),[91061] Bacilli (-5.662777985256468) (abundance=0) (cdf=0),[204475] Gemmiger (-5.662777985256468) (abundance=0) (cdf=0),[1432051] Eisenbergiella (-5.662777985256468) (abundance=0) (cdf=0),[194924] Desulfovibrionaceae (5.662777985256468) (abundance=0) (cdf=0),[2049] Actinomycetaceae (5.662777985256468) (abundance=0) (cdf=0),[872] Desulfovibrio (5.662777985256468) (abundance=0) (cdf=0),[171552] Prevotellaceae (5.662777985256468) (abundance=0) (cdf=0),[2037] Actinomycetales (5.662777985256468) (abundance=0) (cdf=0),[84107] Coriobacteriaceae (5.662777985256468) (abundance=0) (cdf=0),[52225] Mitsuokella (5.662777985256468) (abundance=0) (cdf=0),[213115] Desulfovibrionales (5.662777985256468) (abundance=0) (cdf=0),[84999] Coriobacteriales (5.662777985256468) (abundance=0) (cdf=0),[135858] Catenibacterium (5.662777985256468) (abundance=0) (cdf=0),[85004] Bifidobacteriales (5.662777985256468) (abundance=0) (cdf=0),[203490] Fusobacteriia (5.662777985256468) (abundance=0) (cdf=0),[577310] Parasutterella (-5.662777985256468) (abundance=0) (cdf=0),[84108] Slackia (5.662777985256468) (abundance=0) (cdf=0),[31953] Bifidobacteriaceae (5.662777985256468) (abundance=0) (cdf=0),[203491] Fusobacteriales (5.662777985256468) (abundance=0) (cdf=0),[191303] Turicibacter (-5.662777985256468) (abundance=0) (cdf=0),[203492] Fusobacteriaceae (5.662777985256468) (abundance=0) (cdf=0),[1350] Enterococcus (-5.16450873529338) (abundance=0) (cdf=0),[31977] Veillonellaceae (-4.404654902760427) (abundance=0) (cdf=0),[186826] Lactobacillales (-4.355488918294186) (abundance=0) (cdf=0),[200643] Bacteroidia (4.230336056782538) (abundance=0) (cdf=0),[816] Bacteroides (-4.215524666297513) (abundance=0) (cdf=0),[570] Klebsiella (-4.047211567443275) (abundance=0) (cdf=0),[815] Bacteroidaceae (-3.845677603127817) (abundance=0) (cdf=0),[848] Fusobacterium (3.2380002453992995) (abundance=0) (cdf=0),[1301] Streptococcus (3.2380002453992995) (abundance=0) (cdf=0),[1501226] Romboutsia (3.2380002453992995) (abundance=0) (cdf=0),[1228827] Influenza A virus (3.2380002453992995) (abundance=0) (cdf=0),[543] Enterobacteriaceae (3.230173804134272) (abundance=0) (cdf=0),[35832] Bilophila (2.9230469898202567) (abundance=0) (cdf=0),[1578] Lactobacillus (2.82836587403371) (abundance=0) (cdf=0),[29465] Veillonella (2.7499142066257476) (abundance=0) (cdf=0),[620] Shigella (2.7499142066257476) (abundance=0) (cdf=0),[84111] Eggerthella (2.7499142066257476) (abundance=0) (cdf=0),[561] Escherichia (2.7499142066257476) (abundance=0) (cdf=0),[186806] Eubacteriaceae (2.739730995436211) (abundance=0) (cdf=0),[86331] Mogibacterium (2.739730995436211) (abundance=0) (cdf=0),[909930] Acidaminococcaceae (-2.739730995436211) (abundance=0) (cdf=0),[81852] Enterococcaceae (-2.739730995436211) (abundance=0) (cdf=0),[438033] Ruminococcus gauvreauii (2.739730995436211) (abundance=0) (cdf=0),[1843488] Acidaminococcales (-2.739730995436211) (abundance=0) (cdf=0),[995019] Sutterellaceae (-2.739730995436211) (abundance=0) (cdf=0),[1643826] Eggerthellaceae (2.739730995436211) (abundance=0) (cdf=0),[1472649] Dielma (2.739730995436211) (abundance=0) (cdf=0),[1783273] Patescibacteria group (2.739730995436211) (abundance=0) (cdf=0),[976] Bacteroidota (-2.739730995436211) (abundance=0) (cdf=0),[33024] Phascolarctobacterium (-2.739730995436211) (abundance=0) (cdf=0),[283168] Odoribacter (-2.739730995436211) (abundance=0) (cdf=0),[1266] Sarcina (2.739730995436211) (abundance=0) (cdf=0),[171549] Bacteroidales (-2.739730995436211) (abundance=0) (cdf=0),[836] Porphyromonas (2.739730995436211) (abundance=0) (cdf=0),[1117] Cyanobacteriota (2.739730995436211) (abundance=0) (cdf=0),[2093818] Candidatus Saccharimonadia (2.739730995436211) (abundance=0) (cdf=0),[196081] Scardovia (2.739730995436211) (abundance=0) (cdf=0),[1331051] Candidatus Saccharimonas (2.739730995436211) (abundance=0) (cdf=0),[1573805] Marinifilaceae (-2.739730995436211) (abundance=0) (cdf=0),[909932] Negativicutes (-2.739730995436211) (abundance=0) (cdf=0),[33038] Mediterraneibacter gnavus (-2.739730995436211) (abundance=0) (cdf=0),[1730] Eubacterium (2.739730995436211) (abundance=0) (cdf=0),[2171986] Candidatus Saccharimonadaceae (2.739730995436211) (abundance=0) (cdf=0),[712] Pasteurellaceae (-2.739730995436211) (abundance=0) (cdf=0),[135625] Pasteurellales (-2.739730995436211) (abundance=0) (cdf=0),[2093825] Candidatus Saccharimonadales (2.739730995436211) (abundance=0) (cdf=0)
"Colonic Diseases, Functional",health_concerns,[727] Haemophilus influenzae (11.656854249492376) (abundance=0) (cdf=0),[724] Haemophilus (11.656854249492376) (abundance=0) (cdf=0),[1485] Clostridium (11.656854249492376) (abundance=0) (cdf=0),[848] Fusobacterium (11.656854249492376) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myocardial Ischemia,health_concerns,[2767879] Companilactobacillus (1.0) (abundance=0) (cdf=0),[487174] Barnesiella intestinihominis (1.0) (abundance=0) (cdf=0),[626929] Bacteroides clarus (1.0) (abundance=0) (cdf=0),[1239] Bacillota (1.0) (abundance=0) (cdf=0),[410072] Coprococcus comes (1.0) (abundance=0) (cdf=0),[1898203] Lachnospiraceae bacterium (1.0) (abundance=0) (cdf=0),[200643] Bacteroidia (-1.0) (abundance=0) (cdf=0),[33024] Phascolarctobacterium (-1.0) (abundance=0) (cdf=0),[291645] Bacteroides nordii (1.0) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postmenopause,health_concerns,[573] Klebsiella pneumoniae (713011.5202292311) (abundance=0) (cdf=0),[80840] Burkholderiales (-1.1048984434226483) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satiation,health_concerns,[1117] Cyanobacteriota (614.3632908861555) (abundance=0) (cdf=0),[853] Faecalibacterium prausnitzii (1.9353476352693564) (abundance=0) (cdf=0),[1512] [Clostridium] symbiosum (1.9353476352693564) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuromyelitis Optica,health_concerns,[1301] Streptococcus (16.247352287257748) (abundance=0) (cdf=0),[186826] Lactobacillales (16.247352287257748) (abundance=0) (cdf=0),[186803] Lachnospiraceae (-16.247352287257748) (abundance=0) (cdf=0),[216851] Faecalibacterium (-16.247352287257748) (abundance=0) (cdf=0),[841] Roseburia (-16.247352287257748) (abundance=0) (cdf=0),[91061] Bacilli (16.247352287257748) (abundance=0) (cdf=0),[1300] Streptococcaceae (16.247352287257748) (abundance=0) (cdf=0),[265975] Oribacterium (11.449345833032133) (abundance=0) (cdf=0),[620] Shigella (11.449345833032133) (abundance=0) (cdf=0),[156454] Anaeroglobus (11.449345833032133) (abundance=0) (cdf=0),[572511] Blautia (-9.60697136848516) (abundance=0) (cdf=0),[1236] Gammaproteobacteria (9.60697136848516) (abundance=0) (cdf=0),[1407607] Fusicatenibacter (-9.60697136848516) (abundance=0) (cdf=0),[91347] Enterobacterales (9.60697136848516) (abundance=0) (cdf=0),[543] Enterobacteriaceae (9.60697136848516) (abundance=0) (cdf=0),[186801] Clostridia (-9.60697136848516) (abundance=0) (cdf=0),[186802] Eubacteriales (-9.60697136848516) (abundance=0) (cdf=0),[33042] Coprococcus (-9.60697136848516) (abundance=0) (cdf=0),[1224] Pseudomonadota (9.60697136848516) (abundance=0) (cdf=0),[1774107] Catenisphaera (6.640380918772587) (abundance=0) (cdf=0),[644652] Gordonibacter (6.640380918772587) (abundance=0) (cdf=0),[2753] Synergistes (6.640380918772587) (abundance=0) (cdf=0),[1572763] Moheibacter (-6.640380918772587) (abundance=0) (cdf=0),[43994] Johnsonella (6.640380918772587) (abundance=0) (cdf=0),[31980] Acetitomaculum (-6.640380918772587) (abundance=0) (cdf=0),[1573536] Faecalicoccus (6.640380918772587) (abundance=0) (cdf=0),[33039] [Ruminococcus] torques (6.640380918772587) (abundance=0) (cdf=0),[100883] Coprobacillus (6.640380918772587) (abundance=0) (cdf=0),[702] Plesiomonas (-6.640380918772587) (abundance=0) (cdf=0),[162289] Peptoniphilus (6.640380918772587) (abundance=0) (cdf=0),[41275] Brevundimonas (6.640380918772587) (abundance=0) (cdf=0),[244127] Anaerotruncus (6.640380918772587) (abundance=0) (cdf=0),[165779] Anaerococcus (6.640380918772587) (abundance=0) (cdf=0),[290094] Pestalotiopsis osyridis (6.640380918772587) (abundance=0) (cdf=0),[28050] Lachnospira (-6.640380918772587) (abundance=0) (cdf=0),[1505657] Intestinibacter (6.640380918772587) (abundance=0) (cdf=0),[953] Wolbachia (6.640380918772587) (abundance=0) (cdf=0),[1522] [Clostridium] innocuum (6.640380918772587) (abundance=0) (cdf=0),[75654] Duganella (6.640380918772587) (abundance=0) (cdf=0),[1303] Streptococcus oralis (6.640380918772587) (abundance=0) (cdf=0),[196081] Scardovia (6.640380918772587) (abundance=0) (cdf=0),[28037] Streptococcus mitis (6.640380918772587) (abundance=0) (cdf=0),[909932] Negativicutes (-6.640380918772587) (abundance=0) (cdf=0),[84111] Eggerthella (6.640380918772587) (abundance=0) (cdf=0),[1730] Eubacterium (6.640380918772587) (abundance=0) (cdf=0),[1378] Gemella (6.640380918772587) (abundance=0) (cdf=0),[379] Rhizobium (6.640380918772587) (abundance=0) (cdf=0),[117563] Granulicatella (-6.640380918772587) (abundance=0) (cdf=0),[1470353] Candidatus Soleaferrea (6.640380918772587) (abundance=0) (cdf=0),[1649459] Hungatella (6.640380918772587) (abundance=0) (cdf=0),[39496] Eubacterium ventriosum (-6.640380918772587) (abundance=0) (cdf=0),[1578] Lactobacillus (6.640380918772587) (abundance=0) (cdf=0),[3025755] Thomasclavelia (6.640380918772587) (abundance=0) (cdf=0),[286] Pseudomonas (6.640380918772587) (abundance=0) (cdf=0),[482] Neisseria (6.640380918772587) (abundance=0) (cdf=0),[35518] [Eubacterium] nodatum (6.640380918772587) (abundance=0) (cdf=0),[909929] Selenomonadales (-6.640380918772587) (abundance=0) (cdf=0),[13334] Anaerobiospirillum (6.640380918772587) (abundance=0) (cdf=0),[1432051] Eisenbergiella (6.640380918772587) (abundance=0) (cdf=0),[1472649] Dielma (6.640380918772587) (abundance=0) (cdf=0),[1279] Staphylococcus (6.640380918772587) (abundance=0) (cdf=0),[1654] Actinomyces (6.640380918772587) (abundance=0) (cdf=0),[1313] Streptococcus pneumoniae (6.640380918772587) (abundance=0) (cdf=0),[194] Campylobacter (6.640380918772587) (abundance=0) (cdf=0),[416916] Aggregatibacter (-6.640380918772587) (abundance=0) (cdf=0),[508215] Rothia (6.640380918772587) (abundance=0) (cdf=0),[1380] Atopobium (6.640380918772587) (abundance=0) (cdf=0),[46255] Weissella (6.640380918772587) (abundance=0) (cdf=0),[561] Escherichia (4.808964914259546) (abundance=0) (cdf=0),[171552] Prevotellaceae (-4.808964914259546) (abundance=0) (cdf=0),[1486725] Anaerobacterium (4.808964914259546) (abundance=0) (cdf=0),[2840493] Lachnospiraceae incertae sedis (-4.808964914259546) (abundance=0) (cdf=0),[1385] Bacillales (4.808964914259546) (abundance=0) (cdf=0),[40544] Sutterella (-4.808964914259546) (abundance=0) (cdf=0),[946234] Flavonifractor (4.808964914259546) (abundance=0) (cdf=0),[186804] Peptostreptococcaceae (-4.808964914259546) (abundance=0) (cdf=0),[1501226] Romboutsia (-4.808964914259546) (abundance=0) (cdf=0),[216572] Oscillospiraceae (-4.798006454225615) (abundance=0) (cdf=0),[29465] Veillonella (4.798006454225615) (abundance=0) (cdf=0),[459786] Oscillibacter (4.798006454225615) (abundance=0) (cdf=0),[158846] Megamonas (-4.798006454225615) (abundance=0) (cdf=0),[41297] Sphingomonadaceae (-4.798006454225615) (abundance=0) (cdf=0),[1737404] Tissierellia (-4.798006454225615) (abundance=0) (cdf=0),[128827] Erysipelotrichaceae (-4.798006454225615) (abundance=0) (cdf=0),[1678] Bifidobacterium (-4.798006454225615) (abundance=0) (cdf=0),[28211] Alphaproteobacteria (-4.798006454225615) (abundance=0) (cdf=0),[526525] Erysipelotrichales (-4.798006454225615) (abundance=0) (cdf=0),[189330] Dorea (-4.798006454225615) (abundance=0) (cdf=0),[201174] Actinomycetota (-4.798006454225615) (abundance=0) (cdf=0),[526524] Erysipelotrichia (-4.798006454225615) (abundance=0) (cdf=0),[1263] Ruminococcus (-4.798006454225615) (abundance=0) (cdf=0),[204457] Sphingomonadales (-4.798006454225615) (abundance=0) (cdf=0),[1239] Bacillota (-4.798006454225615) (abundance=0) (cdf=0),[31953] Bifidobacteriaceae (-4.798006454225615) (abundance=0) (cdf=0),[836] Porphyromonas (-4.798006454225615) (abundance=0) (cdf=0),[13687] Sphingomonas (-4.798006454225615) (abundance=0) (cdf=0),[204475] Gemmiger (-4.798006454225615) (abundance=0) (cdf=0),[85004] Bifidobacteriales (-4.798006454225615) (abundance=0) (cdf=0),[207244] Anaerostipes (-4.798006454225615) (abundance=0) (cdf=0),[52225] Mitsuokella (-4.798006454225615) (abundance=0) (cdf=0)
Amyloidosis,health_concerns,[817] Bacteroides fragilis (-1.0) (abundance=0) (cdf=0),[39491] Agathobacter rectalis (-1.0) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sleep Apnea, Obstructive",health_concerns,[84111] Eggerthella (-10.127246454944496) (abundance=0) (cdf=0),[292632] Subdoligranulum (10.127246454944496) (abundance=0) (cdf=0),[216572] Oscillospiraceae (-10.127246454944496) (abundance=0) (cdf=0),[158846] Megamonas (6.998652231561607) (abundance=0) (cdf=0),[848] Fusobacterium (6.998652231561607) (abundance=0) (cdf=0),[207244] Anaerostipes (-4.391849041889155) (abundance=0) (cdf=0),[419014] Alloscardovia (3.20078160312204) (abundance=0) (cdf=0),[1678] Bifidobacterium (3.20078160312204) (abundance=0) (cdf=0),[196082] Parascardovia (3.20078160312204) (abundance=0) (cdf=0),[105841] Anaerostipes caccae (3.20078160312204) (abundance=0) (cdf=0),[816] Bacteroides (-3.1738483505401223) (abundance=0) (cdf=0),[286] Pseudomonas (2.6068031896724526) (abundance=0) (cdf=0),[1578] Lactobacillus (1.7469905160352133) (abundance=0) (cdf=0),[838] Prevotella (-1.7469905160352133) (abundance=0) (cdf=0),[1730] Eubacterium (-1.0003375135907142) (abundance=0) (cdf=0),[186803] Lachnospiraceae (-1.0003375135907142) (abundance=0) (cdf=0),[216851] Faecalibacterium (-1.0003375135907142) (abundance=0) (cdf=0),[1654] Actinomyces (1.0003375135907142) (abundance=0) (cdf=0),[28050] Lachnospira (1.0002342849383914) (abundance=0) (cdf=0),[1506553] Lachnoclostridium (1.0002342849383914) (abundance=0) (cdf=0),[909930] Acidaminococcaceae (-1.000009598581392) (abundance=0) (cdf=0),[186804] Peptostreptococcaceae (1.000009598581392) (abundance=0) (cdf=0),[572511] Blautia (-1.000009598581392) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetes Mellitus,health_concerns,[200643] Bacteroidia (18.762652660775267) (abundance=0) (cdf=0),[1678] Bifidobacterium (-7.676890252571458) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacroiliitis,health_concerns,[239759] Alistipes (-1.0) (abundance=0) (cdf=0),[186803] Lachnospiraceae (-1.0) (abundance=0) (cdf=0),[216572] Oscillospiraceae (-1.0) (abundance=0) (cdf=0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
